district,bid multiplier,households of 4,population - 16 to 24,population - 25 to 44,supermarkets,convenience stores,football stadiums,music Venues,meta,google trends,location - postal area,tier
CO13,0.85,"7,551",929,"1,888",2,8,Low,-,"3,850",Medium,Colchester,4
CO14,0.83,"4,356",476,994,5,-,Low,-,"1,917",Medium,Colchester,5
CO15,0.95,"27,720","4,145","7,783",9,13,Low,-,"15,167",Medium,Colchester,2
CO12,0.88,"14,044","2,275","4,994",2,6,Low,1,"8,317",Low,Colchester,4
CT10,0.89,"15,522","2,220","4,780",4,14,Low,2,"7,617",Medium,Canterbury,3
CT11,0.95,"19,380","3,262","7,529",2,21,Low,1,"12,317",High,Canterbury,2
CT12,0.9,"11,208","1,798","4,021",2,14,Low,-,"7,417",High,Canterbury,3
CT7,0.86,"7,436",810,"1,876",2,4,Low,-,"4,050",Medium,Canterbury,4
CT8,0.83,"4,695",733,"1,644",1,1,Low,-,"2,767",Low,Canterbury,5
CT9,0.96,"28,059","5,066","10,422",2,38,Low,3,"16,950",Low,Canterbury,2
CT13,0.83,"5,585",809,"1,696",1,2,Low,1,"2,867",Medium,Canterbury,5
CT14,0.92,"22,262","3,382","7,423",5,12,Low,4,"12,433",Medium,Canterbury,3
CT3,0.89,"10,425","1,603","4,058",2,8,Low,-,"6,617",Medium,Canterbury,4
IP11,0.91,"18,368","2,762","6,198",6,9,Low,-,"10,700",Medium,Ipswich,3
PL29,0.81,639,62,193,1,-,Low,1,"1,000",Low,Plymouth,5
PL32,0.82,"2,628",381,988,1,3,Low,-,"1,550",Medium,Plymouth,5
PL33,0.81,"1,029",155,384,-,-,Low,-,"1,000",Medium,Plymouth,5
PL34,0.81,"1,124",120,336,-,3,Low,1,"1,000",Low,Plymouth,5
PL35,0.81,601,58,173,-,1,Low,-,"1,000",Medium,Plymouth,5
PL27,0.87,"7,495","1,049","2,649",5,3,Low,-,"5,067",Medium,Plymouth,4
PL28,0.84,"2,765",353,942,-,5,Low,-,"1,933",Medium,Plymouth,5
PL30,0.86,"6,341",850,"1,964",-,4,Low,-,"3,333",Medium,Plymouth,4
EX19,0.82,"2,154",249,616,-,1,Low,-,"1,267",Medium,Exeter,5
EX20,0.88,"12,185","1,781","4,202",5,16,Low,-,"7,667",Medium,Exeter,4
EX21,0.83,"2,661",372,831,-,4,Low,-,"1,750",Medium,Exeter,5
EX31,0.94,"15,253","2,229","5,476",3,5,Low,4,"11,650",High,Exeter,2
EX32,0.91,"14,942","2,670","5,869",1,10,Low,-,"8,700",High,Exeter,3
EX33,0.86,"6,365",844,"2,233",1,3,Low,-,"3,333",High,Exeter,4
EX34,0.89,"10,804","1,666","3,588",1,6,Low,-,"6,850",High,Exeter,4
EX37,0.82,"2,006",288,599,-,1,Low,-,"1,250",Medium,Exeter,5
EX38,0.84,"5,018",783,"1,793",2,2,Low,1,"2,883",Medium,Exeter,5
EX22,0.85,"6,397",987,"2,093",5,2,Low,1,"4,233",Medium,Exeter,4
EX23,0.86,"9,757","1,350","3,141",3,5,Low,-,"6,617",Low,Exeter,4
EX39,0.95,"23,559","3,392","7,813",4,15,Low,-,"15,233",Medium,Exeter,2
PL16,0.81,"1,067",146,368,-,-,Low,-,"1,000",Medium,Plymouth,5
PL15,0.88,"12,104","1,834","4,429",4,12,Low,-,"7,783",Medium,Plymouth,4
PL17,0.84,"6,165",926,"2,113",-,-,Low,-,"3,650",Low,Plymouth,5
PL19,0.87,"10,011","1,454","3,193",3,4,Low,1,"5,417",Medium,Plymouth,4
PL20,0.84,"7,033",908,"2,142",2,2,Low,2,"3,750",Medium,Plymouth,5
EX1,0.9,"14,052","3,350","5,854",6,11,Low,-,"9,817",Medium,Exeter,3
EX10,0.86,"10,690","1,092","2,517",2,6,Low,-,"4,783",Medium,Exeter,4
EX11,0.83,"4,720",595,"1,480",2,-,Low,-,"3,017",Medium,Exeter,5
EX15,0.89,"12,950","1,982","5,042",4,8,Low,1,"9,000",Medium,Exeter,3
EX16,0.91,"20,019","2,883","7,377",1,13,Low,2,"11,467",Medium,Exeter,3
EX2,0.97,"26,303","4,221","11,869",21,24,Low,1,"17,617",Medium,Exeter,2
EX3,0.82,"3,220",334,990,1,5,Low,-,"1,283",Medium,Exeter,5
EX4,1,"33,517","8,343","13,589",13,24,Low,4,"18,567",Medium,Exeter,1
EX5,0.89,"11,295","1,493","3,931",1,5,Low,2,"9,583",Medium,Exeter,3
EX7,0.85,"7,820","1,075","2,317",3,-,Low,-,"5,600",Medium,Exeter,4
EX8,0.96,"23,313","3,395","8,162",5,15,Low,-,"15,383",Medium,Exeter,2
EX9,0.83,"4,192",379,"1,053",1,2,Low,-,"1,483",Medium,Exeter,5
EX17,0.88,"11,912","1,836","4,292",2,12,Low,-,"6,650",Medium,Exeter,4
EX18,0.82,"1,923",249,508,-,-,Low,-,"1,133",Medium,Exeter,5
EX35,0.82,940,75,272,-,1,Low,-,"1,000",Medium,Exeter,5
EX36,0.85,"5,289",804,"1,757",2,7,Low,-,"3,467",Medium,Exeter,4
EX6,0.86,"8,399",994,"2,899",-,3,Low,1,"5,033",Medium,Exeter,4
TA21,0.87,"11,051","1,676","3,958",2,8,Low,-,"7,767",Medium,Taunton,4
TA22,0.81,"1,668",201,423,1,-,Low,-,"1,083",Low,Taunton,5
TA23,0.82,"3,598",555,"1,048",2,1,Low,-,"2,033",Medium,Taunton,5
TA4,0.86,"11,490","1,527","3,825",4,6,Low,-,"6,600",Medium,Taunton,4
TA24,0.87,"11,296","1,478","2,959",3,6,Low,-,"6,233",Medium,Taunton,4
TQ12,1.01,"32,627","5,306","11,857",13,25,Low,1,"21,467",Medium,Torquay,1
TQ13,0.91,"14,253","1,804","4,503",5,17,Low,1,"7,800",High,Torquay,3
TQ14,0.86,"12,251","1,605","3,518",2,6,Low,1,"6,050",Medium,Torquay,4
BA16,0.86,"7,615","1,210","2,973",3,2,Low,-,"5,333",Medium,Bath,4
BA20,0.86,"6,822","1,115","2,897",4,11,Low,1,"4,567",High,Bath,4
BA21,0.96,"21,270","3,890","9,013",4,7,Low,-,"14,850",High,Bath,2
BA22,0.92,"10,302","1,493","3,744",1,6,Low,1,"6,700",High,Bath,3
BA6,0.87,"8,124","1,201","2,696",5,3,Low,2,"4,633",High,Bath,4
BA7,0.82,"2,175",285,681,1,4,Low,-,"1,483",Medium,Bath,5
BA10,0.82,"1,997",291,677,-,4,Low,-,"1,200",Medium,Bath,5
BA4,0.87,"10,912","1,906","4,285",5,7,Low,-,"6,533",Medium,Bath,4
BA8,0.82,"2,545",367,898,-,-,Low,-,"1,517",Medium,Bath,5
BA9,0.83,"4,471",665,"1,563",3,3,Low,-,"3,067",Medium,Bath,5
DT1,0.87,"11,994","1,936","4,200",10,31,Low,2,"7,117",Medium,Dorchester,4
DT4,0.95,"24,268","3,952","8,704",3,40,Low,-,"15,183",Medium,Dorchester,2
DT6,0.87,"13,693","1,772","3,730",3,14,Low,-,"6,767",Low,Dorchester,4
DT7,0.82,"3,519",364,849,1,3,Low,-,"1,817",Low,Dorchester,5
DT8,0.83,"3,751",487,982,1,3,Low,1,"2,083",Medium,Dorchester,5
DT10,0.84,"7,240","1,008","2,314",1,11,Low,1,"3,817",Low,Dorchester,5
DT2,0.89,"15,010","1,827","4,790",1,3,Low,-,"8,783",Medium,Dorchester,3
DT3,0.88,"14,227","1,937","4,811",7,6,Low,-,"8,967",Medium,Dorchester,4
DT5,0.84,"7,609","1,230","2,732",3,4,Low,-,"4,200",Low,Dorchester,5
DT9,0.87,"12,434","1,682","3,535",6,11,Low,2,"6,200",Medium,Dorchester,4
EX12,0.85,"6,011",619,"1,441",1,6,Low,-,"2,783",Medium,Exeter,4
EX13,0.86,"7,067",912,"2,142",2,12,Low,-,"4,500",Medium,Exeter,4
EX14,0.9,"12,950","1,811","4,379",2,8,Low,-,"7,433",Medium,Exeter,3
EX24,0.84,"2,300",266,582,-,2,Low,-,"1,250",Medium,Exeter,5
TA10,0.85,"5,638",794,"1,711",-,3,Low,1,"3,533",High,Taunton,4
TA11,0.84,"5,614",783,"1,679",-,5,Low,-,"2,967",Medium,Taunton,5
TA12,0.85,"3,928",587,"1,388",1,3,Low,1,"2,450",High,Taunton,4
TA13,0.81,"2,473",263,814,1,1,Low,-,"1,500",Medium,Taunton,5
TA14,0.81,"1,839",251,638,1,-,Low,-,"1,233",Low,Taunton,5
TA15,0.81,506,68,162,-,-,Low,1,"1,000",Low,Taunton,5
TA16,0.81,"1,188",153,421,1,-,Low,-,"1,000",Medium,Taunton,5
TA17,0.81,278,15,68,-,-,Low,-,"1,000",Low,Taunton,5
TA18,0.83,"6,231",887,"2,128",3,6,Low,-,"3,767",Low,Taunton,5
TA19,0.84,"7,188",989,"2,420",1,1,Low,1,"4,433",Medium,Taunton,5
TA6,1,"29,316","5,487","12,274",11,18,Low,3,"21,983",Low,Taunton,2
TA7,0.85,"8,954","1,278","2,793",1,5,Low,1,"5,367",Medium,Taunton,4
TA1,0.95,"25,359","4,356","9,909",8,29,Low,1,"14,933",Medium,Taunton,2
TA2,0.91,"16,211","2,785","6,708",7,7,Low,-,"12,083",Medium,Taunton,3
TA20,0.9,"12,671","1,939","4,441",2,4,Low,1,"8,367",High,Taunton,3
TA3,0.84,"8,606","1,101","2,552",-,3,Low,-,"4,733",Low,Taunton,4
TA5,0.85,"6,112",780,"1,903",-,-,Low,-,"5,000",Medium,Taunton,4
BA12,0.91,"17,683","2,533","6,230",2,11,Low,1,"10,167",Medium,Bath,3
BH1,0.9,"14,377","2,830","7,332",5,31,Low,2,"10,017",Medium,Bournemouth,3
BH10,0.87,"12,852","2,278","4,743",5,9,Low,-,"6,683",Medium,Bournemouth,4
BH11,0.88,"12,923","2,164","5,008",1,4,Low,-,"7,800",Medium,Bournemouth,4
BH12,0.94,"22,786","3,921","9,806",3,11,Low,-,"12,883",Medium,Bournemouth,2
BH13,0.82,"5,445",456,"1,524",-,1,Low,-,"1,917",Medium,Bournemouth,5
BH14,0.88,"15,281","1,896","6,522",7,21,Low,1,"7,683",Medium,Bournemouth,4
BH15,0.93,"21,303","3,271","8,570",4,17,Low,2,"14,083",Medium,Bournemouth,3
BH16,0.86,"9,772","1,590","3,654",1,7,Low,-,"5,900",Medium,Bournemouth,4
BH17,0.89,"14,438","2,418","6,074",3,4,Low,-,"8,783",Medium,Bournemouth,4
BH18,0.83,"6,571",939,"1,788",1,4,Low,-,"2,900",Medium,Bournemouth,5
BH19,0.84,"7,271",967,"1,999",1,13,Low,-,"3,550",Low,Bournemouth,5
BH2,0.85,"6,523","1,185","3,395",1,13,Low,-,"4,950",Medium,Bournemouth,4
BH20,0.87,"12,270","1,778","4,281",2,10,Low,-,"6,583",Low,Bournemouth,4
BH21,0.96,"24,536","3,585","7,936",10,17,Low,4,"13,400",High,Bournemouth,2
BH22,0.9,"16,541","2,115","4,256",3,6,Low,-,"8,117",Medium,Bournemouth,3
BH3,0.82,"3,696","1,077","1,421",-,1,Low,-,"1,667",Medium,Bournemouth,5
BH31,0.86,"8,035","1,133","2,945",1,1,Low,1,"4,917",High,Bournemouth,4
BH4,0.83,"6,773",744,"3,158",1,2,Low,-,"2,800",Medium,Bournemouth,5
BH5,0.84,"7,960","1,387","4,045",1,2,Low,-,"3,417",Medium,Bournemouth,5
BH6,0.88,"14,415","1,831","5,658",2,12,Low,-,"6,450",Medium,Bournemouth,4
BH7,0.85,"7,670","1,310","3,387",3,8,Low,-,"4,983",Medium,Bournemouth,4
BH8,0.91,"18,397","3,947","8,217",12,29,Low,-,"10,483",Medium,Bournemouth,3
BH9,0.93,"20,464","7,093","8,149",5,21,Low,-,"11,333",Medium,Bournemouth,3
BH23,0.97,"33,119","4,389","10,224",10,27,Low,-,"17,967",Low,Bournemouth,2
BH24,0.88,"14,309","1,888","4,328",7,19,Low,-,"8,167",Low,Bournemouth,4
DT11,0.9,"17,326","2,452","6,653",4,9,Low,1,"10,133",Low,Dorchester,3
SO43,0.83,"2,695",296,814,-,-,Low,-,"1,417",High,Southampton,5
SP1,0.88,"13,595","1,943","5,126",9,13,Low,2,"6,750",Medium,Salisbury,4
SP2,0.91,"18,957","2,940","7,962",7,13,Low,-,"9,933",Medium,Salisbury,3
SP7,0.85,"7,972","1,099","2,696",1,4,Low,1,"4,883",Medium,Salisbury,4
SP8,0.85,"8,998","1,330","3,392",7,7,Low,-,"5,017",Medium,Salisbury,4
SP5,0.88,"13,241","1,732","4,296",1,7,Low,1,"6,750",Medium,Salisbury,4
SP6,0.84,"8,498","1,141","2,724",2,3,Low,-,"4,467",Low,Salisbury,5
BH25,0.9,"16,248","2,018","4,438",2,10,Low,-,"7,950",Medium,Bournemouth,3
GU32,0.89,"7,231","1,056","2,766",2,10,Low,-,"3,333",High,Guildford,4
GU34,1,"18,108","2,755","6,737",21,11,Low,-,"11,250",High,Guildford,2
PO1,0.92,"19,165","4,688","8,195",4,26,Low,1,"11,617",Medium,Portsmouth,3
PO12,0.99,"30,964","5,333","12,569",12,19,Low,1,"18,900",Low,Portsmouth,2
PO13,0.94,"21,611","3,582","9,027",4,11,Low,-,"13,450",Medium,Portsmouth,2
PO14,0.94,"19,675","3,154","7,274",3,5,Low,-,"10,633",High,Portsmouth,3
PO15,0.96,"14,086","2,191","6,523",5,8,Low,-,"8,317",High,Portsmouth,2
PO16,0.93,"20,354","3,213","7,488",5,10,Low,-,"11,133",High,Portsmouth,3
PO17,0.89,"3,883",524,"1,701",1,6,Low,-,"2,917",High,Portsmouth,3
PO2,0.96,"27,491","5,053","12,972",3,25,Low,-,"15,600",Medium,Portsmouth,2
PO3,0.88,"12,116","2,244","5,330",4,4,Low,1,"7,683",Medium,Portsmouth,4
PO30,0.93,"18,151","3,076","6,778",3,12,Low,2,"13,117",Medium,Portsmouth,3
PO31,0.85,"9,234","1,279","3,506",5,6,Low,-,"4,883",Low,Portsmouth,4
PO32,0.83,"5,104",785,"1,907",2,-,Low,-,"3,333",Low,Portsmouth,5
PO33,0.91,"19,937","3,012","7,030",3,11,Low,-,"11,133",Medium,Portsmouth,3
PO34,0.81,"1,369",105,266,-,-,Low,-,"1,000",Low,Portsmouth,5
PO35,0.81,"2,234",200,517,1,1,Low,-,"1,200",Low,Portsmouth,5
PO36,0.86,"10,706","1,622","3,281",6,1,Low,-,"5,333",Low,Portsmouth,4
PO37,0.83,"5,756",897,"1,683",2,4,Low,-,"3,000",Medium,Portsmouth,5
PO38,0.84,"8,008","1,044","2,221",2,3,Low,-,"3,633",Low,Portsmouth,5
PO39,0.81,"1,601",193,429,-,2,Low,-,"1,000",Low,Portsmouth,5
PO4,0.99,"29,519","8,343","12,292",9,7,Low,3,"15,217",Medium,Portsmouth,2
PO40,0.82,"3,524",442,842,2,2,Low,-,"1,683",Medium,Portsmouth,5
PO41,0.81,"1,275",119,286,-,2,Low,-,"1,017",Low,Portsmouth,5
PO5,0.92,"21,192","7,710","8,760",4,29,Low,2,"8,983",Low,Portsmouth,3
PO6,0.96,"25,405","4,481","10,185",6,23,Low,1,"17,167",Low,Portsmouth,2
PO11,0.87,"10,922","1,428","3,094",2,8,Low,-,"6,267",Medium,Portsmouth,4
PO7,1.02,"24,780","4,198","9,177",10,18,Low,-,"16,017",High,Portsmouth,1
PO8,0.98,"20,546","3,498","7,378",3,20,Low,-,"12,150",High,Portsmouth,2
PO9,1,"30,691","5,665","11,732",6,20,Low,-,"19,667",Medium,Portsmouth,2
RG21,0.91,"17,647","3,050","9,201",5,21,Low,3,"10,900",Medium,Reading,3
RG22,0.96,"26,122","4,290","12,418",5,13,Low,-,"15,900",Medium,Reading,2
RG23,0.85,"7,487","1,149","2,894",3,3,Low,-,"4,833",Low,Reading,4
RG28,0.83,"3,555",474,"1,472",1,-,Low,1,"1,983",Medium,Reading,5
SO14,0.94,"17,666","6,220","9,442",5,60,Low,1,"12,417",Medium,Southampton,2
SO15,1,"28,578","8,131","14,295",14,37,Low,1,"16,267",Medium,Southampton,2
SO16,1.08,"41,145","7,874","18,019",4,30,Low,-,"25,494",Medium,Southampton,1
SO17,0.88,"13,058","6,794","5,153",5,7,Low,2,"5,450",Low,Southampton,4
SO18,0.95,"23,058","3,963","10,079",3,8,Low,-,"13,233",Medium,Southampton,2
SO19,1.02,"36,374","6,347","15,818",12,22,Low,-,"19,817",Medium,Southampton,1
SO20,0.87,"4,718",599,"1,791",1,5,Low,-,"2,250",High,Southampton,4
SO21,0.92,"11,363","1,425","4,541",4,9,Low,1,"6,150",High,Southampton,3
SO22,0.94,"16,461","4,115","6,254",19,5,Low,-,"8,667",High,Southampton,2
SO23,0.92,"13,840","2,406","5,835",6,22,Low,2,"6,200",High,Southampton,3
SO24,0.91,"6,753",885,"2,216",1,8,Low,-,"3,317",High,Southampton,3
SO25,0.83,-,-,-,-,-,Low,-,-,High,Southampton,5
SO30,0.94,"19,688","3,199","8,475",7,7,Low,-,"11,683",High,Southampton,3
SO31,1.05,"27,441","4,339","11,034",12,7,Low,-,"16,833",High,Southampton,1
SO32,0.94,"11,768","1,666","4,032",2,10,Low,-,"8,567",High,Southampton,2
SO40,0.98,"25,857","4,175","10,658",3,10,Low,-,"14,383",High,Southampton,2
SO41,0.91,"19,818","2,296","5,613",7,13,Low,2,"9,800",Medium,Southampton,3
SO42,0.82,"3,125",389,885,-,3,Low,-,"1,633",Low,Southampton,5
SO45,0.92,"21,780","3,484","7,524",7,6,Low,-,"11,983",Medium,Southampton,3
SO50,1.04,"29,091","5,433","12,873",7,30,Low,-,"19,433",High,Southampton,1
SO51,0.94,"16,201","2,348","5,314",10,17,Low,1,"9,333",High,Southampton,2
SO52,0.84,"4,327",585,"1,594",2,1,Low,-,"2,133",Medium,Southampton,5
SO53,0.95,"19,626","3,026","7,930",9,23,Low,1,"9,550",High,Southampton,2
SO97,0.81,-,-,-,-,-,Low,-,-,Medium,Southampton,5
SP10,0.96,"25,484","4,428","11,040",17,18,Low,1,"14,967",Medium,Salisbury,2
SP11,0.9,"13,647","1,894","5,473",2,7,Low,-,"13,183",Medium,Salisbury,3
BN11,0.94,"22,607","3,186","9,944",8,38,Low,-,"11,517",High,Brighton,2
BN12,0.87,"12,823","1,571","3,707",5,10,Low,-,"7,417",Low,Brighton,4
BN13,0.93,"17,390","2,602","6,646",3,8,Low,-,"10,800",High,Brighton,3
BN14,0.91,"19,318","2,939","7,831",5,24,Low,1,"10,633",Medium,Brighton,3
BN16,0.9,"17,865","2,011","5,278",7,5,Low,-,"9,033",Medium,Brighton,3
BN17,0.94,"18,162","2,957","7,084",3,13,Low,-,"12,600",High,Brighton,2
BN18,0.87,"8,057",997,"2,731",2,6,Low,2,"4,783",High,Brighton,4
BN99,0.8,-,-,-,-,-,Low,-,-,Low,Brighton,5
GU26,0.84,"4,227",500,"1,572",2,4,Low,-,"2,267",Medium,Guildford,5
GU27,0.87,"10,603","1,296","4,369",2,7,Low,-,"4,833",Medium,Guildford,4
GU28,0.84,"4,027",504,"1,334",2,3,Low,2,"1,883",Medium,Guildford,5
GU29,0.85,"5,811",759,"1,775",3,5,Low,-,"3,200",Medium,Guildford,4
GU30,0.86,"5,553",817,"1,935",3,7,Low,-,"3,400",High,Guildford,4
GU31,0.86,"6,882",902,"2,347",2,3,Low,1,"3,450",Medium,Guildford,4
GU33,0.83,"4,938",650,"1,785",-,-,Low,-,"2,467",Medium,Guildford,5
GU35,0.9,"13,834","2,340","5,972",-,9,Low,-,"8,267",Medium,Guildford,3
GU5,0.84,"6,579",805,"2,326",-,5,Low,1,"2,617",Medium,Guildford,5
GU6,0.85,"8,459","1,096","2,814",5,5,Low,-,"4,950",Medium,Guildford,4
GU7,0.88,"13,735","1,720","6,512",6,16,Low,-,"7,283",Medium,Guildford,4
GU8,0.87,"10,258","1,273","3,787",-,7,Low,1,"4,500",Medium,Guildford,4
GU9,0.91,"18,376","2,878","7,655",9,11,Low,-,"9,083",High,Guildford,3
PO10,0.87,"11,100","1,288","3,818",5,2,Low,-,"6,250",Medium,Portsmouth,4
PO18,0.86,"7,929",984,"2,542",2,6,Low,-,"4,550",Medium,Portsmouth,4
PO19,0.93,"19,988","4,162","7,231",12,10,Low,2,"12,033",Medium,Portsmouth,3
PO20,0.92,"19,846","2,670","6,161",4,23,Low,-,"11,950",Medium,Portsmouth,3
PO21,0.94,"25,283","3,791","9,160",5,24,Low,-,"14,950",Low,Portsmouth,2
PO22,0.91,"17,956","2,635","5,921",2,31,Low,-,"10,850",Low,Portsmouth,3
RH14,0.88,"8,514","1,070","3,290",2,4,Low,-,"5,567",High,Redhill,4
RH20,0.91,"15,177","1,873","4,754",7,8,Low,1,"8,033",High,Redhill,3
BN1,1.09,"47,362","8,343","24,746",28,127,Low,14,"25,978",Medium,Brighton,1
BN10,0.87,"11,949","1,851","4,380",2,4,Low,-,"7,017",Low,Brighton,4
BN2,1.09,"47,362","8,343","24,746",15,52,Low,3,"28,684",Medium,Brighton,1
BN20,0.86,"13,108","1,592","3,785",5,2,Low,-,"5,517",Medium,Brighton,4
BN21,0.9,"17,678","2,933","6,723",9,81,Low,2,"9,550",Medium,Brighton,3
BN22,0.92,"20,984","3,621","8,073",6,22,Low,-,"11,900",Medium,Brighton,3
BN23,0.9,"18,255","2,943","6,865",2,8,Low,-,"10,267",Medium,Brighton,3
BN25,0.89,"14,832","2,005","4,321",3,8,Low,2,"7,333",Medium,Brighton,3
BN26,0.84,"7,290",749,"2,212",3,16,Low,1,"3,967",Low,Brighton,5
BN3,1.07,"47,362","7,537","24,746",18,121,Low,1,"24,578",Medium,Brighton,1
BN41,0.89,"13,455","2,233","5,972",5,18,Low,-,"7,583",Medium,Brighton,3
BN42,0.86,"6,416","1,015","2,376",1,10,Low,-,"3,900",High,Brighton,4
BN43,0.91,"14,461","1,940","5,817",5,9,Low,-,"7,750",High,Brighton,3
BN45,0.81,411,42,163,1,1,Low,-,"1,000",Low,Brighton,5
BN5,0.84,"4,346",591,"1,357",-,6,Low,-,"2,617",Medium,Brighton,5
BN50,0.8,-,-,-,-,-,Low,-,-,Medium,Brighton,5
BN51,0.8,-,-,-,-,-,Low,-,-,Low,Brighton,5
BN52,0.8,-,-,-,-,-,Low,-,-,Medium,Brighton,5
BN6,0.87,"10,600","1,373","3,767",3,16,Low,1,"6,133",Medium,Brighton,4
BN7,0.86,"13,375","1,877","4,854",5,9,Low,1,"5,017",Low,Brighton,4
BN8,0.88,"9,805","1,380","3,386",-,10,Low,1,"5,117",High,Brighton,4
BN88,0.8,-,-,-,-,-,Low,-,-,Medium,Brighton,5
BN9,0.85,"8,750","1,459","3,408",3,7,Low,-,"5,250",Medium,Brighton,4
BN15,0.9,"17,418","2,443","6,327",2,16,Low,-,"9,583",Medium,Brighton,3
BN24,0.84,"5,777",703,"1,886",1,8,Low,-,"4,183",Low,Brighton,5
BN27,0.91,"16,262","2,459","5,538",2,27,Low,-,"11,850",Medium,Brighton,3
BN44,0.84,"6,232",892,"1,979",1,1,Low,-,"2,983",Medium,Brighton,5
RH10,1.07,"41,086","6,546","19,581",13,49,Low,-,"27,867",Medium,Redhill,1
RH11,1.04,"35,318","6,396","17,910",4,26,Low,-,"22,883",Medium,Redhill,1
RH15,0.92,"19,094","2,958","8,475",6,15,Low,-,"12,217",Medium,Redhill,3
RH16,0.92,"21,098","2,809","9,692",11,13,Low,-,"12,250",Medium,Redhill,3
RH17,0.87,"11,166","1,530","4,053",1,5,Low,-,"5,767",Medium,Redhill,4
RH18,0.82,"2,841",426,897,1,3,Low,-,"1,383",Low,Redhill,5
RH19,0.91,"20,544","3,159","8,301",9,17,Low,-,"11,333",Low,Redhill,3
RH6,0.95,"18,198","2,995","8,055",14,10,Low,1,"17,533",Medium,Redhill,2
RH7,0.83,"5,375",721,"2,044",1,5,Low,-,"2,900",Medium,Redhill,5
RH77,0.8,-,-,-,-,-,Low,-,-,Low,Redhill,5
RH12,0.98,"26,964","3,921","11,386",10,26,Low,1,"17,650",Medium,Redhill,2
RH13,0.95,"22,618","3,458","9,363",5,10,Low,-,"13,317",Medium,Redhill,2
RH4,0.85,"9,745","1,350","4,132",6,14,Low,2,"4,550",Low,Redhill,4
TN1,0.84,"7,903","1,163","4,810",3,19,Low,1,"3,950",Low,Tonbridge,5
TN10,0.85,"9,922","1,560","3,447",2,3,Low,-,"4,700",Low,Tonbridge,4
TN2,0.89,"17,497","2,401","7,533",6,9,Low,1,"8,750",Low,Tonbridge,4
TN20,0.81,"2,238",274,663,-,3,Low,1,"1,167",Low,Tonbridge,5
TN22,0.92,"15,899","2,428","5,941",3,10,Low,2,"9,250",High,Tonbridge,3
TN4,0.9,"20,005","3,160","9,284",2,14,Low,1,"9,617",Low,Tonbridge,3
TN6,0.88,"14,563","2,229","5,274",7,7,Low,-,"7,733",Medium,Tonbridge,4
TN7,0.81,"1,324",165,428,-,1,Low,-,"1,000",Low,Tonbridge,5
TN9,0.87,"11,156","1,993","5,216",9,13,Low,-,"6,450",Low,Tonbridge,4
TN12,0.91,"17,603","2,715","6,843",4,6,Low,-,"10,500",Medium,Tonbridge,3
TN19,0.81,"2,983",384,"1,014",-,-,Low,1,"1,433",Low,Tonbridge,5
TN21,0.85,"9,745","1,503","3,274",7,5,Low,-,"5,333",Low,Tonbridge,4
TN3,0.83,"6,820",924,"2,407",-,12,Low,2,"2,733",Medium,Tonbridge,5
TN32,0.82,"2,990",423,951,-,3,Low,2,"1,633",Low,Tonbridge,5
TN33,0.84,"7,649","1,098","2,300",1,9,Low,-,"4,483",Medium,Tonbridge,5
TN5,0.82,"5,220",748,"1,736",1,4,Low,-,"2,317",Medium,Tonbridge,5
CT18,0.86,"8,356","1,303","3,356",-,2,Low,-,"5,367",Medium,Canterbury,4
CT21,0.85,"10,817","1,349","3,201",8,7,Low,-,"4,783",Low,Canterbury,4
CT4,0.88,"9,999","1,434","3,516",-,6,Low,-,"5,433",Medium,Canterbury,4
ME13,0.92,"17,292","2,656","6,704",6,16,Low,1,"10,317",Medium,Medway,3
ME14,0.93,"19,402","3,075","8,702",3,38,Low,1,"12,333",Medium,Medway,3
ME15,0.99,"29,761","5,343","12,618",8,21,Low,-,"18,450",Medium,Medway,2
ME17,0.89,"13,403","1,994","5,139",5,9,Low,1,"9,833",Medium,Medway,3
TN17,0.85,"8,283","1,277","2,676",2,4,Low,-,"4,050",Medium,Tonbridge,4
TN18,0.82,"3,999",634,"1,419",3,2,Low,-,"1,950",Medium,Tonbridge,5
TN23,0.96,"24,500","4,890","12,098",5,19,Low,-,"16,417",Medium,Tonbridge,2
TN24,0.95,"19,553","3,429","8,558",7,20,Low,-,"16,217",Medium,Tonbridge,2
TN25,0.88,"9,364","1,291","3,564",2,8,Low,-,"6,117",Medium,Tonbridge,4
TN26,0.84,"6,637",942,"2,166",-,4,Low,-,"3,600",Medium,Tonbridge,5
TN27,0.86,"7,541",954,"2,469",2,14,Low,-,"4,400",Medium,Tonbridge,4
TN28,0.84,"5,209",816,"1,533",2,3,Low,-,"3,383",Medium,Tonbridge,4
TN29,0.86,"8,500","1,217","2,507",-,2,Low,-,"4,733",Medium,Tonbridge,4
TN30,0.83,"5,760",762,"1,611",3,5,Low,1,"2,933",Medium,Tonbridge,5
TN31,0.84,"8,531","1,112","2,415",-,15,Low,-,"4,200",Medium,Tonbridge,5
TN34,0.91,"19,905","3,199","7,356",3,28,Low,3,"10,383",Medium,Tonbridge,3
TN35,0.86,"10,830","1,851","3,720",3,4,Low,-,"6,067",Medium,Tonbridge,4
TN36,0.81,"1,516",150,343,1,1,Low,-,"1,000",Low,Tonbridge,5
TN37,0.88,"13,811","2,525","5,412",6,10,Low,-,"7,717",Medium,Tonbridge,4
TN38,0.9,"18,807","3,157","7,520",3,8,Low,-,"9,250",Medium,Tonbridge,3
